Color Display Locator,Color Number,Color Name,CBG Legacy Color Name,Color Name (Canada - English),Color Name (Canada - French),Color Collection,CBG NA Color Family Name,LRV Notation Number,RGB-1 Red Color Value,RGB-2 Green Color Value,RGB-3 Blue Color Value,Hex Value,Color Sample sRGB,CMYK-1 Cyan Color Value,CMYK-2 Magenta Color Value,CMYK-3 Yellow Color Value,CMYK-4 Black Color Value,Freezer name,Channel,Color Description
NV436C,5001-1C,Blue Twilight,,Blue Twilight,Crépuscule bleu,,Grays,30,138,152,154,8A989A,,10,1,0,40,FVUP5001-1C,Lowe's,
NV436D,5001-2A,Academy Gray,,Academy Grey,Gris académique,,Grays,19,109,124,129,6D7C81,,16,4,0,49,FVUP5001-2A,Lowe's,
NV436E,5001-2B,Relaxed Navy,,Relaxed Navy,Marine détendue,,Grays,13,89,104,108,59686C,,18,4,0,58,FVUP5001-2B,Lowe's,
NV436F,5001-2C,Cobalt Cannon,,Cobalt Cannon,Canon de cobalt,,Grays,9,75,85,88,4B5558,,15,3,0,65,FVUP5001-2C,Lowe's,
NV436G,5011-1,Nocturnal Green,,Nocturnal Green,Vert nocturne,,Blacks,3,45,52,53,2D3435,,15,2,0,79,FVUP5011-1,Lowe's,
NV437A,4008-3A,Rising Tide,,Rising Tide,Marée montante,,Blues,69,209,219,220,D1DBDC,,5,0,0,14,FVUP4008-3A,Lowe's,
NV437B,8004-37B,Milky Way,,Milky Way,Voie lactée,,Blues,58,191,203,205,BFCBCD,,7,1,0,20,FPL26_29,Lowe's,
NV437C,8004-37C,Windblown Blue,,Windblown Blue,Bleu battu par le vent,,Blues,54,181,196,199,B5C4C7,,9,2,0,22,FNVL4058_3,Lowe's,
NV437D,8004-37D,Lagoon Reflection,,Lagoon Reflection,Réflexion du lagon,,Blues,46,169,184,187,A9B8BB,,10,2,0,27,FNVL4058_4,Lowe's,
NV437E,8004-37E,Pearl Gray,,Pearl Grey,Gris perle,,Blues,38,154,169,172,9AA9AC,,10,2,0,33,FNVL4058_5,Lowe's,
NV437F,8004-37F,Blue Thunder,,Blue Thunder,Bleu tonnerre,,Teals,18,99,122,128,637A80,,23,5,0,50,FNVL4058_6,Lowe's,
NV437G,8004-37G,Mountain Midnight,,Mountain Midnight,Minuit de montagne,,Teals,7,52,76,82,344C52,,37,7,0,68,FNVL4058_7,Lowe's,
NV438A,4007-3A,Ghost Ship,,Ghost Ship,Bateau fantôme,,Blues,69,210,218,221,D2DADD,,5,1,0,13,FVUP4007-3A,Lowe's,
NV438B,8004-38B,Annabelle,,Annabelle,Annabelle,,Blues,54,180,197,203,B4C5CB,,11,3,0,20,FDIE263,Lowe's,
NV438C,8004-38C,Cat's Meow,,Cat's Meow,Miaulement du chat,,Blues,44,159,180,189,9FB4BD,,16,5,0,26,FDB545_3,Lowe's,
NV438D,8004-38D,Shale Blue,,Shale Blue,Bleu argile,,Blues,37,147,168,177,93A8B1,,17,5,0,31,FCLA_34_4,Lowe's,
NV438E,8004-38E,Cottage Door,,Cottage Door,Porte de chalet,,Blues,26,122,143,151,7A8F97,,19,5,0,41,FNVL4060_5,Lowe's,
NV438F,8004-38F,Flannel Gray,,Flannel Grey,Gris flanelle,,Blues,14,88,108,116,586C74,,24,7,0,55,FNVL4060_6,Lowe's,
NV438G,8004-38G,Cadet Song,,Cadet Song,Chanson de cadet,,Blues,7,51,76,87,334C57,,41,13,0,66,FNVL4060_7,Lowe's,
NV439A,8004-39A,Cold as Ice,,Cold as Ice,Glacial,,Blues,71,207,222,225,CFDEE1,,8,1,0,12,FPL27_30,Lowe's,
NV439B,8004-39B,Elevation,,Elevation,Élévation,,Blues,66,197,216,222,C5D8DE,,11,3,0,13,FSW6512,Lowe's,
NV439C,8004-39C,Soft Shore,,Soft Shore,Rivage lisse,,Blues,46,162,185,193,A2B9C1,,16,4,0,24,FPL26_25,Lowe's,
NV439D,8004-39D,Impressionist ,,Impressionist ,Impressionniste ,,Blues,32,132,158,168,849EA8,,21,6,0,34,FPL26_21,Lowe's,
NV439E,4008-4A,Pulitzer Blue,,Pulitzer Blue,Bleu Pulitzer,,Blues,22,105,133,147,698593,,29,10,0,42,FVUP4008-4A,Lowe's,
NV439F,8004-39F,Hobgoblin,,Hobgoblin,Hobgobelin,,Blues,10,61,95,109,3D5F6D,,44,13,0,57,FNVL4061_6,Lowe's,
NV439G,5010-2,Pitch Cobalt,,Pitch Cobalt,Obscur cobalt,,Blues,4,41,57,68,293944,,40,16,0,73,FVUP5010-2,Lowe's,
NV440A,4003-3A,Wisteria Snow,,Wisteria Snow,Glycine enneigée,,Blues,71,212,221,224,D4DDE0,,5,1,0,12,FVUP4003-3A,Lowe's,
NV440B,4008-3B,Lighthouse Shadows,,Lighthouse Shadows,Ombres de phare,,Blues,55,183,197,204,B7C5CC,,10,3,0,20,FVUP4008-3B,Lowe's,
NV440C,8004-40C,Matt on Monday,,Matt on Monday,Homme du lundi,,Blues,45,164,183,190,A4B7BE,,14,4,0,25,FNVL4062_3,Lowe's,
NV440D,4008-3C,Silver Fox,,Silver Fox,Fourrure argentée,,Blues,34,139,161,172,8BA1AC,,19,6,0,33,FVUP4008-3C,Lowe's,
NV440E,4008-4B,Cornflower Blue,,Cornflower Blue,Centaurée bleue,,Blues,20,107,128,140,6B808C,,24,9,0,45,FVUP4008-4B,Lowe's,
NV440F,8004-40F,In the Deep Blue Sea,,In the Deep Blue Sea,Dans la mer bleue profonde,,Blues,14,92,108,118,5C6C76,,22,8,0,54,FNVL4062_6,Lowe's,
NV440G,4008-4C,Dutch Licorice,,Dutch Licorice,Réglisse hollandaise,,Blues,6,57,68,77,39444D,,26,12,0,70,FVUP4008-4C,Lowe's,
NV441A,8004-41A,Spun Sugar,,Spun Sugar,Barbe à papa,,Grays,63,200,209,214,C8D1D6,,7,2,0,16,FNVL4063_1,Lowe's,
NV441B,4007-3B,Shark Loop,,Shark Loop,Requin,,Grays,51,179,191,197,B3BFC5,,9,3,0,23,FVUP4007-3B,Lowe's,
NV441C,8004-41C,Hibernate,,Hibernate,Hibernation,,Grays,43,162,177,186,A2B1BA,,13,5,0,27,FNVL4063_3,Lowe's,
NV441D,4007-3C,Evening Eclipse,,Evening Eclipse,Éclipse du soir,,Grays,30,134,150,160,8696A0,,16,6,0,37,FVUP4007-3C,Lowe's,
NV441E,4007-4A,Magnet Dapple,,Magnet Dapple,Gris aimant,,Grays,16,96,113,124,60717C,,23,9,0,51,FVUP4007-4A,Lowe's,
NV441F,4007-4B,Smoky Pitch,,Smoky Pitch,Obscurité fumée,,Grays,12,83,100,112,536470,,26,11,0,56,FVUP4007-4B,Lowe's,
NV441G,4007-4C,Night View,,Night View,Vue nocturne,,Blacks,7,61,75,84,3D4B54,,27,11,0,67,FVUP4007-4C,Lowe's,
NV442A,4006-3A,Silver Dusk,,Silver Dusk,Crépuscule d'argent,,Blues,58,186,204,214,BACCD6,,13,5,0,16,FVUP4006-3A,Lowe's,
NV442B,8004-42B,Blue Luna,,Blue Luna,Bleu Luna,,Blues,53,178,195,205,B2C3CD,,13,5,0,20,FNVL4063A_2,Lowe's,
NV442C,4006-3B,Palisade Blue,,Palisade Blue,Bleu palissade,Popular,Blues,44,159,180,194,9FB4C2,,18,7,0,24,FVUP4006-3B,Lowe's,
NV442D,4006-3C,Blue Skylights,,Blue Skylights,Puits de lumière bleus,,Blues,34,134,161,177,86A1B1,,24,9,0,31,FVUP4006-3C,Lowe's,
NV442E,4006-4A,Royal Gray,,Royal Grey,Gris royal,,Blues,23,108,136,154,6C889A,,30,12,0,40,FVUP4006-4A,Lowe's,
NV442F,4006-4B,Retro-Colonial Blue,,Frayed Blue,Bleu usé,,Blues,16,88,116,135,587487,,35,14,0,47,FVUP4006-4B,Lowe's,
NV442G,4010-4,Indigo Streamer,,Indigo Streamer,Banderole indigo,,Blues,4,34,57,74,22394A,,54,23,0,71,FVUP4010-4,Lowe's,
NV443A,4005-3A,Tinsel Beam,,Tinsel Beam,Poutre argent,,Blues,64,198,211,219,C6D3DB,,10,4,0,14,FVUP4005-3A,Lowe's,
NV443B,4005-3B,Glacier Mist,,Glacier Mist,Brume glaciaire,,Blues,48,167,186,201,A7BAC9,,17,7,0,21,FVUP4005-3B,Lowe's,
NV443C,4005-3C,Blissful Blue,,Blissful Blue,Bleu bienheureux,,Blues,30,133,152,167,8598A7,,20,9,0,35,FVUP4005-3C,Lowe's,
NV443D,4005-4A,Gray Lavender,,Grey Lavender,Lavande grise,,Blues,23,112,134,155,70869B,,28,14,0,39,FVUP4005-4A,Lowe's,
NV443E,4005-4B,Thundering Clouds,,Thundering Clouds,Nuages tonnants,,Blues,15,87,111,133,576F85,,35,17,0,48,FVUP4005-4B,Lowe's,
NV443F,4005-4C,Motor City Blue,,Pewter Haze,Brume étain,,Blues,8,65,82,98,415262,,34,16,0,62,FVUP4005-4C,Lowe's,
NV443G,5009-2,Rogue Blue,,Rogue Blue,Bleu rebelle,,Blues,7,66,77,88,424D58,,25,13,0,65,FVUP5009-2,Lowe's,
NV444A,4003-3B,Orchid Ash,,Orchid Ash,Cendre orchidée,,Purples,66,207,214,221,CFD6DD,,6,3,0,13,FVUP4003-3B,Lowe's,
NV444B,8004-44B,Snow Flurries,,Snow Flurries,Tempête de neige,,Purples,58,189,201,217,BDC9D9,,13,7,0,15,FNVL4067B_2,Lowe's,
NV444C,8004-44C,Blue Echo,,Blue Echo,Écho bleu,,Purples,43,164,177,193,A4B1C1,,15,8,0,24,FNVL4067B_3,Lowe's,
NV444D,4004-3C,Acier Tint,,Acier Tint,Teinte acier,,Purples,33,144,157,172,909DAC,,16,9,0,33,FVUP4004-3C,Lowe's,
NV444E,4004-4A,Window Screen,,Window Screen,Moustiquaire,,Purples,21,113,127,144,717F90,,22,12,0,44,FVUP4004-4A,Lowe's,
NV444F,4004-4B,Pacific Coast,,Pacific Coast,Côte du Pacifique,,Purples,15,95,109,125,5F6D7D,,24,13,0,51,FVUP4004-4B,Lowe's,
NV444G,4004-4C,Midnight Shadow,,Midnight Shadow,Ombre de minuit,,Purples,8,64,81,98,405162,,35,17,0,62,FVUP4004-4C,Lowe's,
NV445A,8004-45A,Highland Winds,,Highland Winds,Vents des Highlands,,Purples,73,217,223,231,D9DFE7,,6,3,0,9,FNVL4068_1,Lowe's,
NV445B,8004-45B,Mount Nirvana,,Mount Nirvana,Mont Nirvana,,Purples,60,198,204,214,C6CCD6,,7,5,0,16,FWM95483A,Lowe's,
NV445C,4003-3C,Misty Morning Dew,,Misty Morning Dew,Rosée matinale brumeuse,,Purples,47,174,182,195,AEB6C3,,11,7,0,24,FVUP4003-3C,Lowe's,
NV445D,8004-45D,Moonlight Stroll,,Moonlight Stroll,Promenade au clair de lune,,Purples,35,153,160,178,99A0B2,,14,10,0,30,FSW6542,Lowe's,
NV445E,4003-4B,Seattle Haze,,Seattle Haze,Brume de Seattle,,Purples,18,109,118,134,6D7686,,19,12,0,47,FVUP4003-4B,Lowe's,
NV445F,4003-4C,Dark Night,,Dark Night,Nuit noire,,Purples,10,80,90,109,505A6D,,27,17,0,57,FVUP4003-4C,Lowe's,
NV445G,4011-3,Blue Coal,,Blue Coal,Bleu Charbon,,Blacks,3,43,49,64,2B3140,,33,23,0,75,FVUP4011-3,Lowe's,
NV446A,8004-46A,Statuary,,Statuary,Statuaire,,Grays,67,213,214,218,D5D6DA,,2,2,0,15,FNVL4069_1,Lowe's,
NV446B,8004-46B,Dolphin at Play,,Dolphin at Play,Dauphins au jeu,,Grays,53,191,192,198,BFC0C6,,4,3,0,22,FNVL4069_2,Lowe's,
NV446C,8004-46C,Streamlined Gray,,Streamlined Grey,Gris simplifié,,Grays,45,177,179,185,B1B3B9,,4,3,0,27,FNVL4069_3,Lowe's,
NV446D,8004-46D,Lionfish,,Lionfish,Rascasse,,Grays,32,152,154,160,989AA0,,5,4,0,37,FNVL4069_4,Lowe's,
NV446E,8004-46E,Nuts and Bolts,,Nuts and Bolts,Écrous et boulons,,Grays,21,124,127,134,7C7F86,,7,5,0,47,FNVL4069_5,Lowe's,
NV446F,8004-46F,Whale Watching,,Whale Watching,Observation des baleines,,Grays,14,99,106,116,636A74,,15,9,0,55,FNVL4069_6,Lowe's,
NV446G,4009-3,Gotham Gray,,Gotham Grey,Gris Gotham,,Blacks,5,52,62,73,343E49,,29,15,0,71,FVUP4009-3,Lowe's,
NV447A,8004-47A,Respite,,Respite,Répit,,Grays,71,218,219,222,DADBDE,,2,1,0,13,FNVL4070_1,Lowe's,
NV447B,8004-47B,Foghorn,,Foghorn,Corne de brume,,Grays,54,192,194,202,C0C2CA,,5,4,0,21,FNVL4070_2,Lowe's,
NV447C,8004-47C,A Month of Sundays,,A Month of Sundays,Un mois de dimanches,,Grays,43,173,176,186,ADB0BA,,7,5,0,27,FNVL4070_3,Lowe's,
NV447D,8004-47D,Pandemonium,,Pandemonium,Tohu-bohu,,Grays,31,147,150,162,9396A2,,9,7,0,36,FNVL4070_4,Lowe's,
NV447E,8004-47E,Purple Funk,,Purple Funk,Funk violet,,Grays,16,109,111,122,6D6F7A,,11,9,0,52,FNVL4070_5,Lowe's,
NV447F,8004-47F,Coal Tipple,,Coal Tipple,Wagon de charbon,,Grays,9,83,84,94,53545E,,12,11,0,63,FNVL4070_6,Lowe's,
NV447G,8004-47G,Downing Street,,Downing Street,Rue Downing,,Blacks,6,69,71,81,454751,,15,12,0,68,FNVL4070_7,Lowe's,
NV448A,8004-48A,London Calling,,London Calling,Rock londonien,,Grays,66,213,212,214,D5D4D6,,0,1,0,16,FNVL4071_1,Lowe's,
NV448B,8004-48B,Pebbles,,Pebbles,Galets,,Grays,56,199,197,204,C7C5CC,,2,3,0,20,FNVL4071_2,Lowe's,
NV448C,8004-48C,Titanium Man,,Titanium Man,Homme de titanium,,Grays,46,182,180,187,B6B4BB,,3,4,0,27,FNVL4071_3,Lowe's,
NV448D,8004-48D,Palace Walls,,Palace Walls,Murs du palais,,Grays,34,157,155,167,9D9BA7,,6,7,0,35,FNVL4071_4,Lowe's,
NV448E,8004-48E,Horseshoe,,Horseshoe,Fer à cheval,,Grays,24,136,133,145,888591,,6,8,0,43,FNVL4071_5,Lowe's,
NV448F,8004-48F,Forge,,Forge,Forge,,Grays,11,95,90,99,5F5A63,,4,9,0,61,FNVL4071_6,Lowe's,
NV448G,8004-48G,Nevermore,,Nevermore,Plus jamais,,Blacks,3,56,50,56,383238,,0,11,0,78,FNVL4071_7,Lowe's,
NV501A,4001-1A,White Pepper,,White Pepper,Poivre blanc,,Grays,64,212,208,207,D4D0CF,,0,2,2,17,FVUP4001-1A,Lowe's,
NV501B,8005-12B,Windy City,,Windy City,Ville des vents,,Grays,59,207,201,200,CFC9C8,,0,3,3,19,FSW6274,Lowe's,
NV501C,4001-1B,Winter Calm,,Winter Calm,Calme d'hiver,Popular,Grays,44,184,176,174,B8B0AE,,0,4,5,28,FVUP4001-1B,Lowe's,
NV501D,8005-12D,Crystal Noir,,Crystal Noir,Cristal noir,,Grays,36,167,160,161,A7A0A1,,0,4,4,35,FWM80301A,Lowe's,
NV501E,4001-2A,Cadet Gray,,Cadet Grey,Gris cadet,,Grays,23,138,132,134,8A8486,,0,4,3,46,FVUP4001-2A,Lowe's,
NV501F,4001-2B,Cinder Fox,,Cinder Fox,Renard cendré,,Grays,19,125,119,122,7D777A,,0,5,2,51,FVUP4001-2B,Lowe's,
NV501G,8005-12G,Bittersweet Molasses,4001-2C Blackstrap,Bittersweet Molasses,Mélasse douce-amère,,Blacks,8,83,76,76,534C4C,,0,8,8,67,FVUP4001-2C,Lowe's,
NV502A,8005-11A,Moon Shadow,,Moon Shadow,Ombre de lune,,Grays,69,220,216,214,DCD8D6,,0,2,3,14,FNVL5011_1,Lowe's,
NV502B,4002-1A,Modest Silver,,Modest Silver,Argent modeste,,Grays,58,206,199,196,CEC7C4,,0,3,5,19,FVUP4002-1A,Lowe's,
NV502C,4002-1B,London Coach,,London Coach,Bus londonien,,Grays,40,179,168,164,B3A8A4,,0,6,8,30,FVUP4002-1B,Lowe's,
NV502D,1001-9C,Channel Seal Gray,,Channel Seal Grey,Gris phoque de Manche,,Grays,27,155,140,135,9B8C87,,0,10,13,39,FVUP1001-9C,Lowe's,
NV502E,1001-9B,Thorny Brush,,Thorny Brush,Fourré épineux,,Browns,17,127,112,106,7F706A,,0,12,17,50,FVUP1001-9B,Lowe's,
NV502F,1001-9A,Hunting Boots,,Hunting Boots,Bottes de chasse,,Browns,9,98,83,77,62534D,,0,15,21,62,FVUP1001-9A,Lowe's,
NV502G,1011-10,Brown Velvet,,Brown Velvet,Velours brun,,Browns,4,67,53,49,433531,,0,21,27,74,FVUP1011-10,Lowe's,
NV503A,1002-10C,Warm Fog,,Warm Fog,Brouillard chaud,,Neutrals,66,222,210,202,DED2CA,,0,5,9,13,FVUP1002-10C,Lowe's,
NV503B,1001-10B,March Ice,,March Ice,Glace de mars,,Neutrals,62,216,204,197,D8CCC5,,0,6,9,15,FVUP1001-10B,Lowe's,
NV503C,8005-10C,Windmill,,Windmill,Moulin,,Neutrals,55,205,194,186,CDC2BA,,0,5,9,20,FNVL5010_3,Lowe's,
NV503D,1001-10A,Western Sandstone,,Western Sandstone,Grès de l'Ouest,,Neutrals,38,177,163,154,B1A39A,,0,8,13,31,FVUP1001-10A,Lowe's,
NV503E,8005-10E,State of Mind,,State of Mind,État d'esprit,,Browns,28,156,142,131,9C8E83,,0,9,16,39,FNVL5010_5,Lowe's,
NV503F,8005-10F,Gateway Arch,,Gateway Arch,Arche de passerelle,,Browns,16,122,107,97,7A6B61,,0,12,20,52,FNVL5010_6,Lowe's,
NV503G,8005-10G,Momentous Occasion,,Momentous Occasion,Événement majeur,,Browns,7,87,72,61,57483D,,0,17,30,66,FNVL5010_7,Lowe's,
NV504A,8005-9A,Cappuccino Foam,,Cappuccino Foam,Mousse de cappuccino,,Neutrals,71,229,217,204,E5D9CC,,0,5,11,10,FNVL5009_1,Lowe's,
NV504B,8005-9B,Cookie Dough,,Cookie Dough,Pâte à biscuits,,Neutrals,54,209,192,176,D1C0B0,,0,8,16,18,FNVL5009_2,Lowe's,
NV504C,2007-10B,Clean Sweep,,Clean Sweep,Grand ménage,,Neutrals,46,196,179,164,C4B3A4,,0,9,16,23,FVUP2007-10B,Lowe's,
NV504D,2007-10A,Timber Dust,,Timber Dust,Sciure,,Neutrals,40,186,166,147,BAA693,,0,11,21,27,FVUP2007-10A,Lowe's,
NV504E,2007-9C,Woodland Stone,,Woodland Stone,Pierre des bois,,Neutrals,33,174,152,134,AE9886,,0,13,23,32,FVUP2007-9C,Lowe's,
NV504F,2007-9B,Milk Chocolate,,Milk Chocolate,Chocolat au lait,,Browns,19,141,117,98,8D7562,,0,17,30,45,FVUP2007-9B,Lowe's,
NV504G,8005-9G,Boston Brown Bread,,Boston Brown Bread,Pain brun de Boston,,Browns,7,97,70,50,614632,,0,28,48,62,FPLCL132,Lowe's,
NV505A,2006-10C,Vanilla Steam,,Vanilla Steam,Vapeur vanille,Popular,Neutrals,69,224,216,207,E0D8CF,,0,4,8,12,FVUP2006-10C,Lowe's,
NV505B,8005-8B,Perfect Backdrop,,Perfect Backdrop,Parfaite toile de fond,,Neutrals,56,209,196,182,D1C4B6,,0,6,13,18,FNVL5008_2,Lowe's,
NV505C,2006-10B,Gallery Grey,,Gallery Grey,Gris galerie,,Neutrals,47,194,181,167,C2B5A7,,0,7,14,24,FVUP2006-10B,Lowe's,
NV505D,8005-8D,Koala,,Koala,Koala,,Neutrals,40,181,167,154,B5A79A,,0,8,15,29,FNVL5008_4,Lowe's,
NV505E,8005-8E,Chocolate Milk,,Chocolate Milk,Lait au chocolat,,Browns,23,146,128,112,928070,,0,12,23,43,FNVL5008_5,Lowe's,
NV505F,8005-8F,Groundbreaking,,Groundbreaking,Innovateur,,Browns,16,120,108,94,786C5E,,0,10,22,53,FNVL5008_6,Lowe's,
NV505G,8005-8G,Buckeye,V132-6 Brazillian Brown,Buckeye,Marronnier,,Browns,7,91,73,55,5B4937,,0,20,40,64,FNVL5008_7,Lowe's,
NV506A,3003-10C,Cream in My Coffee,,Cream in My Coffee,Crème dans mon café,Go-To Neutral,Neutrals,72,230,220,204,E6DCCC,,0,4,11,10,FVUP3003-10C,Lowe's,
NV506B,8005-7B,Aged Parchment,,Aged Parchment,Parchemin vieilli,,Neutrals,64,221,207,185,DDCFB9,,0,6,16,13,FSW9507,Lowe's,
NV506C,8005-7C,Beach Dune,,Beach Dune,Dune de sable,,Neutrals,56,212,195,172,D4C3AC,,0,8,19,17,FNVL5007_3,Lowe's,
NV506D,3008-10A,Freshly Baked,,Freshly Baked,Fraîchement cuit,,Neutrals,48,198,182,160,C6B6A0,,0,8,19,22,FVUP3008-10A,Lowe's,
NV506E,3008-9C,Rugged,,Rugged,Robuste,,Browns,23,150,128,102,968066,,0,15,32,41,FVUP3008-9C,Lowe's,
NV506F,3008-9A,Stampede,,Stampede,Cavalcade,,Browns,11,108,90,71,6C5A47,,0,17,34,58,FVUP3008-9A,Lowe's,
NV506G,6010-2,Deep Earth,,Deep Earth,Terre profonde,,Browns,5,71,58,49,473A31,,0,18,31,72,FVUP6010-2,Lowe's,
NV507A,6005-1A,Asiago,,Asiago,Asiago,,Neutrals,72,227,220,208,E3DCD0,,0,3,8,11,FVUP6005-1A,Lowe's,
NV507B,6006-1A,Warm Putty,,Warm Putty,Mastic chaud,,Neutrals,65,218,210,197,DAD2C5,,0,4,10,15,FVUP6006-1A,Lowe's,
NV507C,6006-1B,Oatbran,,Oatbran,Son d'avoine,,Neutrals,54,206,193,174,CEC1AE,,0,6,16,19,FVUP6006-1B,Lowe's,
NV507D,6006-1C,Ivory Brown,,Ivory Brown,Brun ivoire,,Neutrals,42,186,172,154,BAAC9A,,0,8,17,27,FVUP6006-1C,Lowe's,
NV507E,6006-2A,Stone Manor,,Stone Manor,Manoir en pierres,,Browns,26,153,137,118,998976,,0,10,23,40,FVUP6006-2A,Lowe's,
NV507F,6006-2B,Safari Beige,,Safari Beige,Beige safari,,Browns,19,133,118,102,857666,,0,11,23,48,FVUP6006-2B,Lowe's,
NV507G,8005-6G,Gondola,,Gondola,Gondole,,Browns,5,71,61,50,473D32,,0,14,30,72,FNVL5006_7,Lowe's,
NV508A,8005-5A,Gentle Shadows,,Gentle Shadows,Ombres douces,,Neutrals,64,218,207,192,DACFC0,,0,5,12,15,FNVL5005_1,Lowe's,
NV508B,8005-5B,Soft Pelican,,Soft Pelican,Pélican doux,,Neutrals,55,205,194,178,CDC2B2,,0,5,13,20,FNVL5005_2,Lowe's,
NV508C,8005-5C,Counterpoint,,Counterpoint,Contrepoint,,Neutrals,47,193,182,165,C1B6A5,,0,6,15,24,FNVL5005_3,Lowe's,
NV508D,8005-5D,Oyster Shoal,,Oyster Shoal,Banc d'huîtres,,Neutrals,40,183,168,149,B7A895,,0,8,19,28,FNVL5005_4,Lowe's,
NV508E,8005-5E,Stone Terrace,,Stone Terrace,Terrasse en pierres,,Neutrals,28,158,143,123,9E8F7B,,0,9,22,38,FNVL5005_5,Lowe's,
NV508F,6007-2B,Wild Hawk,,Wild Hawk,Faucon sauvage,,Browns,22,143,126,104,8F7E68,,0,12,27,44,FVUP6007-2B,Lowe's,
NV508G,6006-2C,Roasted Sepia,,Roasted Sepia,Sépia rôti,,Browns,8,92,78,62,5C4E3E,,0,15,33,64,FVUP6006-2C,Lowe's,
NV509A,8005-4A,Quiet Interlude,,Quiet Interlude,Doux interlude,,Neutrals,71,224,219,210,E0DBD2,,0,2,6,12,FNVL5004_1,Lowe's,
NV509B,7007-24,Heritage Gray,,Heritage Grey,Gris héritage,Go-To Greige,Neutrals,60,209,203,193,D1CBC1,,0,3,8,18,FSW7029,Lowe's,
NV509C,8005-4C,Luxe Gray,,Luxe Grey,Gris luxueux,,Neutrals,47,191,182,170,BFB6AA,,0,5,11,25,FSW7030,Lowe's,
NV509D,6004-1C,Ashen Gray,,Ashen Grey,Gris cendré,,Neutrals,39,176,166,154,B0A69A,,0,6,13,31,FVUP6004-1C,Lowe's,
NV509E,6005-1C,Smoked Oyster,,Smoked Oyster,Huître fumée,Popular,Neutrals,36,172,161,148,ACA194,,0,6,14,33,FVUP6005-1C,Lowe's,
NV509F,6005-2A,Coastal Villa,,Coastal Villa,Villa côtière,,Browns,30,158,147,134,9E9386,,0,7,15,38,FVUP6005-2A,Lowe's,
NV509G,6005-2B,Seine,,Seine,Seine,,Browns,19,131,120,109,83786D,,0,8,17,49,FNVL5004_7,Lowe's,
NV510A,6003-1A,September Fog,,September Fog,Brouillard de septembre,,Neutrals,68,221,214,201,DDD6C9,,0,3,9,13,FVUP6003-1A,Lowe's,
NV510B,6005-1B,Villa Grey,,Villa Grey,Gris villa,,Neutrals,59,208,201,186,D0C9BA,,0,3,11,18,FVUP6005-1B,Lowe's,
NV510C,6003-1B,Frappe,,Frappe,Café frappé,Popular,Neutrals,47,189,182,170,BDB6AA,,0,4,10,26,FVUP6003-1B,Lowe's,
NV510D,6002-1C,Gray Silt,,Grey Silt,Gris limon,,Neutrals,36,169,161,145,A9A191,,0,5,14,34,FVUP6002-1C,Lowe's,
NV510E,6003-2A,Artichoke,,Artichoke,Artichaut,,Neutrals,24,141,134,121,8D8679,,0,5,14,45,FVUP6003-2A,Lowe's,
NV510F,6003-2B,Empire,,Empire,Empire,,Neutrals,18,122,116,103,7A7467,,0,5,16,52,FVUP6003-2B,Lowe's,
NV510G,6003-2C,Turkish Coffee,,Turkish Coffee,Café turc,,Blacks,7,83,76,65,534C41,,0,8,22,67,FVUP6003-2C,Lowe's,
NV511A,8005-2A,Slush,,Slush,Neige fondue,,Neutrals,70,222,217,208,DED9D0,,0,2,6,13,FNVL5002_1,Lowe's,
NV511B,8005-2B,Moon Shot,,Moon Shot,Touche de lune,,Neutrals,63,212,207,199,D4CFC7,,0,2,6,17,FNVL5002_2,Lowe's,
NV511C,6004-1B,Soulful Grey,,Soulful Grey,Gris expressif,,Neutrals,46,184,180,170,B8B4AA,,0,2,8,28,FVUP6004-1B,Lowe's,
NV511D,6004-2A,Aspen Gray,,Aspen Grey,Gris Aspen,,Neutrals,31,158,151,140,9E978C,,0,4,11,38,FVUP6004-2A,Lowe's,
NV511E,6004-2B,Mountain Smoke,,Mountain Smoke,Fumée de montage,,Neutrals,20,129,123,114,817B72,,0,5,12,49,FVUP6004-2B,Lowe's,
NV511F,8005-2F,Catch of the Day,,Catch of the Day,Prise du jour,,Browns,12,103,98,89,676259,,0,5,14,60,FNVL5002_6,Lowe's,
NV511G,6011-1,Fired Earth,,Fired Earth,Terre de feu,,Browns,4,58,53,48,3A3530,,0,9,17,77,FVUP6011-1,Lowe's,
NV512A,8005-1A,Modern Gray,,Modern Grey,Gris moderne,,Grays,70,219,218,214,DBDAD6,,0,0,2,14,FNVL5001_1,Lowe's,
NV512B,4003-1B,Filtered Shade,,Filtered Shade,Ombre filtrée,,Grays,58,203,201,196,CBC9C4,,0,1,3,20,FVUP4003-1B,Lowe's,
NV512C,4003-1C,Rocky Bluffs,,Rocky Bluffs,Falaises rocheuses,,Grays,37,169,163,157,A9A39D,,0,4,7,34,FVUP4003-1C,Lowe's,
NV512D,8005-1D,Tabby Cat Gray,,Tabby Cat Grey,Gris chat tigré,,Grays,28,149,143,136,958F88,,0,4,9,42,FNVL5001_4,Lowe's,
NV512E,4003-2B,Rugged Suede,,Rugged Suede,Suède robuste,,Grays,16,115,110,106,736E6A,,0,4,8,55,FVUP4003-2B,Lowe's,
NV512F,4003-2C,Semi-Sweet,,Semi-Sweet,Semi-sucré,,Grays,9,87,82,78,57524E,,0,6,10,66,FVUP4003-2C,Lowe's,
